0,1,1
1,1,1
2,1,1
10,1,1
12,1.0015130968805335,26160
20,1,1
21,0.48034590374321257,77
100,1,1
102,0.5202073376391345,59
112,1,1
120,0.4397222222222222,10
121,1,1
122,1,1
200,1,1
201,0.27941176470588236,6
210,1.0017906984206606,27016
211,1,1
212,1,1
221,1,1
1000,1,1
1002,1.0028758825490254,25508
1012,1,1
1020,0.382561796648484,6
1021,1,1
1022,1,1
1102,1,1
1120,1,1
1122,1,1
1200,0.5626030662971363,47
1201,1,1
1202,1,1
1210,1,1
1212,0.5,5
1220,1,1
1221,0,2
2000,1,1
2001,0.41704511544322453,42
2010,0.5,2
2011,1,1
2012,1,1
2021,1,1
2100,0.4166666666666667,3
2101,1,1
2102,1,1
2110,1,1
2112,1.6606060606060604,11
2120,1,1
2121,1,1
2201,1,1
2210,1,1
2211,0.14285714285714288,14
10000,1,1
10002,0.9980475624228703,38309
10012,1,1
10020,0.5439693333876506,57
10021,1,1
10022,1,1
10102,1,1
10120,1,1
10122,0.33333333333333337,3
10200,0.9965937798383177,27768
10201,1,1
10202,1,1
10210,1,1
10212,0.5,2
10220,1,1
10221,0,2
11002,1,1
11020,1,1
11022,0.23809523809523814,21
11122,1,1
11200,1,1
11202,0,4
11212,1,1
11220,0,2
11221,1,1
11222,1,1
12000,0.5585099326036732,31
12001,1,1
12002,1,1
12010,1,1
12012,0,3
12020,1,1
12021,0.26643653984513405,46
12100,1,1
12102,0,3
12112,1,1
12120,0,5
12121,1,1
12122,1,1
12200,1,1
12201,1,1
12210,0.5,2
12211,1,1
12212,1,1
12221,1,1
20000,1,1
20001,1.0022308066247274,112220
20010,1.0032056223620052,29636
20011,1,1
20012,1,1
20021,1,1
20100,1.0028723845056096,85000
20101,1,1
20102,1,1
20110,1,1
20112,1.0009712247037184,16816
20120,1,1
20121,1.0008918662508894,28493
20201,1,1
20210,1,1
20211,1.0007003232499934,19536
21000,1.00048576298018,18268
21001,1,1
21002,1,1
21010,1,1
21012,1.0008368897249826,15114
21020,1,1
21021,0,2
21100,1,1
21102,1.000230158730159,10500
21112,1,1
21120,1.0007714027369403,10926
21121,1,1
21122,1,1
21200,1,1
21201,0,5
21210,0.5,2
21211,1,1
21212,1,1
21221,1,1
22001,1,1
22010,1,1
22011,0,3
22100,1,1
22101,0,2
22110,0,2
22111,1,1
22112,1,1
22121,1,1
22211,1,1
100000,1,1
100002,0.7244582855768685,2196
100012,1,1
100020,0.5515953490817315,40
100021,1,1
100022,1,1
100102,1,1
100120,1,1
100122,0.009523809523809532,105
100200,0.9989272721630369,27944
100201,1,1
100202,1,1
100210,1,1
100212,0.5,2
100220,1,1
100221,0.539489676989677,10
101002,1,1
101020,1,1
101022,1,1
101122,1,1
101200,1,1
101202,0,2
101212,1,1
101220,1,1
101221,1,1
101222,1,1
102000,0.9995429804821474,31812
102001,1,1
102002,1,1
102010,1,1
102012,0.6913324979114452,19
102020,1,1
102021,0.5294117647058824,17
102100,1,1
102102,0,76
102112,1,1
102120,0.55,10
102121,1,1
102122,1,1
102200,1,1
102201,0.4947368421052632,4
102210,1.0019913900988762,6705
102211,1,1
102212,1,1
102221,1,1
110002,1,1
110020,1,1
110022,0.12500000000000003,8
110122,1,1
110200,1,1
110202,0,2
110212,1,1
110220,0,3
110221,1,1
110222,1,1
111022,1,1
111202,1,1
111220,1,1
111222,1,1
112000,1,1
112002,0.9999945484633201,8694
112012,1,1
112020,0.20707457225314366,14
112021,1,1
112022,1,1
112102,1,1
112120,1,1
112122,0,31
112200,0.9994198432876915,12037
112201,1,1
112202,1,1
112210,1,1
112212,0,4
112220,1,1
112221,0,2
120000,1.0020157440416622,38447
120001,1,1
120002,1,1
120010,1,1
120012,0.9998446369430601,4887
120020,1,1
120021,1.00128333601021,7401
120100,1,1
120102,0,76
120112,1,1
120120,0,4
120121,1,1
120122,1,1
120200,1,1
120201,0.9997702860109159,11725
120210,1.001386434096684,9211
120211,1,1
120212,1,1
120221,1,1
121000,1,1
121002,1.6154761904761905,7
121012,1,1
121020,1.25,2
121021,1,1
121022,1,1
121102,1,1
121120,1,1
121122,1,1
121200,1.6523866052958123,23
121201,1,1
121202,1,1
121210,1,1
121212,1,1
121220,1,1
121221,0,3
122000,1,1
122001,0.6234783486265878,118
122010,0.5,2
122011,1,1
122012,1,1
122021,1,1
122100,0,2
122101,1,1
122102,1,1
122110,1,1
122112,0,2
122120,1,1
122121,0,15
122201,1,1
122210,1,1
122211,1.0017543859649125,570
200000,1,1
200001,0.47178934203071443,64
200010,0.5626607465306313,46
200011,1,1
200012,1,1
200021,1,1
200100,0.5280755552520904,18
200101,1,1
200102,1,1
200110,1,1
200112,0.5,2
200120,1,1
200121,1,1
200201,1,1
200210,1,1
200211,1.5666666666666667,5
201000,0.9978161446770246,17633
201001,1,1
201002,1,1
201010,1,1
201012,0.9998982747395826,12288
201020,1,1
201021,1,1
201100,1,1
201102,1.000144237829943,2909
201112,1,1
201120,0.5,2
201121,1,1
201122,1,1
201200,1,1
201201,0,3
201210,0.6209054834054835,18
201211,1,1
201212,1,1
201221,1,1
202001,1,1
202010,1,1
202011,0,3
202100,1,1
202101,1,1
202110,1,1
202111,1,1
202112,1,1
202121,1,1
202211,1,1
210000,0.53125,8
210001,1,1
210002,1,1
210010,1,1
210012,0,2
210020,1,1
210021,0.18254180460062813,17
210100,1,1
210102,0.40624999999999994,16
210112,1,1
210120,0.35000000000000003,7
210121,1,1
210122,1,1
210200,1,1
210201,0,2
210210,0,3
210211,1,1
210212,1,1
210221,1,1
211000,1,1
211002,1.0003055102210658,19852
211012,1,1
211020,0.16666666666666669,6
211021,1,1
211022,1,1
211102,1,1
211120,1,1
211122,0,10
211200,1.000112968820602,4426
211201,1,1
211202,1,1
211210,1,1
211212,0,2
211220,1,1
211221,0,2
212000,1,1
212001,0,5
212010,0,2
212011,1,1
212012,1,1
212021,1,1
212100,0.3897435897435897,13
212101,1,1
212102,1,1
212110,1,1
212112,0,4
212120,1,1
212121,0.04166666666666667,24
212201,1,1
212210,1,1
212211,0,5
220001,1,1
220010,1,1
220011,0,3
220100,1,1
220101,0,2
220110,0,2
220111,1,1
220112,1,1
220121,1,1
220211,1,1
221000,1,1
221001,0,2
221010,0.5951696377228293,37
221011,1,1
221012,1,1
221021,1,1
221100,0.375,4
221101,1,1
221102,1,1
221110,1,1
221112,1.0,1367
221120,1,1
221121,0,2
221201,1,1
221210,1,1
221211,0,8
222011,1,1
222101,1,1
222110,1,1
222111,1,1
1000000,1,1
1000002,0.5099607112145046,87
1000012,1,1
1000020,0.375,4
1000021,1,1
1000022,1,1
1000102,1,1
1000120,1,1
1000122,0,2
1000200,0.6134898319202527,1159
1000201,1,1
1000202,1,1
1000210,1,1
1000212,0.5,2
1000220,1,1
1000221,0,55
1001002,1,1
1001020,1,1
1001022,0.5,2
1001122,1,1
1001200,1,1
1001202,1.5348697319285554,37
1001212,1,1
1001220,0,2
1001221,1,1
1001222,1,1
1002000,0.527213857625238,140
1002001,1,1
1002002,1,1
1002010,1,1
1002012,0.5,2
1002020,1,1
1002021,1,1
1002100,1,1
1002102,0,4
1002112,1,1
1002120,0,2
1002121,1,1
1002122,1,1
1002200,1,1
1002201,0.04006001574183392,220
1002210,0.33333333333333337,3
1002211,1,1
1002212,1,1
1002221,1,1
1010002,1,1
1010020,1,1
1010022,0,5
1010122,1,1
1010200,1,1
1010202,0.9994241498698433,10419
1010212,1,1
1010220,0.5,2
1010221,1,1
1010222,1,1
1011022,1,1
1011202,1,1
1011220,1,1
1011222,1,1
1012000,1,1
1012002,0,2
1012012,1,1
1012020,1,1
1012021,1,1
1012022,1,1
1012102,1,1
1012120,1,1
1012122,1,1
1012200,0.5,2
1012201,1,1
1012202,1,1
1012210,1,1
1012212,0,5
1012220,1,1
1012221,1,1
1020000,1.0015204636528139,110590
1020001,1,1
1020002,1,1
1020010,1,1
1020012,0.5,2
1020020,1,1
1020021,0,2
1020100,1,1
1020102,0.08108108108108109,37
1020112,1,1
1020120,0.5,2
1020121,1,1
1020122,1,1
1020200,1,1
1020201,0,63
1020210,1.0005584196502308,11979
1020211,1,1
1020212,1,1
1020221,1,1
1021000,1,1
1021002,1.0003448878428147,21552
1021012,1,1
1021020,0,2
1021021,1,1
1021022,1,1
1021102,1,1
1021120,1,1
1021122,1,1
1021200,0,2
1021201,1,1
1021202,1,1
1021210,1,1
1021212,1.0,2
1021220,1,1
1021221,1,1
1022000,1,1
1022001,0.9998184953148725,34631
1022010,1.0011678151582606,9196
1022011,1,1
1022012,1,1
1022021,1,1
1022100,1.0001744348311485,14332
1022101,1,1
1022102,1,1
1022110,1,1
1022112,1.8333333333333335,6
1022120,1,1
1022121,1,1
1022201,1,1
1022210,1,1
1022211,1.000085357005674,23431
1100002,1,1
1100020,1,1
1100022,1,1
1100122,1,1
1100200,1,1
1100202,1.0018815236955094,2193
1100212,1,1
1100220,0.6621212121212121,11
1100221,1,1
1100222,1,1
1101022,1,1
1101202,1,1
1101220,1,1
1101222,2,3
1102000,1,1
1102002,0.5,10
1102012,1,1
1102020,0.5,2
1102021,1,1
1102022,1,1
1102102,1,1
1102120,1,1
1102122,0,2
1102200,0.9997500216847259,3284
1102201,1,1
1102202,1,1
1102210,1,1
1102212,0.4000000000000001,10
1102220,1,1
1102221,0.16666666666666669,6
1110022,1,1
1110202,1,1
1110220,1,1
1110222,2,3
1111222,1,1
1112002,1,1
1112020,1,1
1112022,0.5,2
1112122,1,1
1112200,1,1
1112202,0.9999999999999999,9681
1112212,1,1
1112220,1.0017064846416373,1172
1112221,1,1
1112222,1,1
1120000,1,1
1120002,0.5555555555555556,9
1120012,1,1
1120020,0.9995763417975493,2735
1120021,1,1
1120022,1,1
1120102,1,1
1120120,1,1
1120122,1,1
1120200,0.5,2
1120201,1,1
1120202,1,1
1120210,1,1
1120212,1.0004507550146502,4437
1120220,1,1
1120221,0,4
1121002,1,1
1121020,1,1
1121022,1.5,2
1121122,1,1
1121200,1,1
1121202,1.9444444444444442,18
1121212,1,1
1121220,1,1
1121221,1,1
1121222,1,1
1122000,0.5904761904761904,15
1122001,1,1
1122002,1,1
1122010,1,1
1122012,0.375,8
1122020,1,1
1122021,1.0,4994
1122100,1,1
1122102,0,2
1122112,1,1
1122120,0,2
1122121,1,1
1122122,1,1
1122200,1,1
1122201,0.9999622399275001,26483
1122210,1.0,8677
1122211,1,1
1122212,1,1
1122221,1,1
1200000,0.5165059957285751,58
1200001,1,1
1200002,1,1
1200010,1,1
1200012,0.5,3
1200020,1,1
1200021,1,1
1200100,1,1
1200102,0.05882352941176472,17
1200112,1,1
1200120,1,1
1200121,1,1
1200122,1,1
1200200,1,1
1200201,0,56
1200210,0.5,2
1200211,1,1
1200212,1,1
1200221,1,1
1201000,1,1
1201002,0.9996707818930044,4050
1201012,1,1
1201020,0.5,2
1201021,1,1
1201022,1,1
1201102,1,1
1201120,1,1
1201122,0,2
1201200,0,2
1201201,1,1
1201202,1,1
1201210,1,1
1201212,1.125,8
1201220,1,1
1201221,1,1
1202000,1,1
1202001,1,1
1202010,1.5,2
1202011,1,1
1202012,1,1
1202021,1,1
1202100,0.75,2
1202101,1,1
1202102,1,1
1202110,1,1
1202112,1,1
1202120,1,1
1202121,1,1
1202201,1,1
1202210,1,1
1202211,1.6666666666666667,3
1210000,1,1
1210002,0.5,2
1210012,1,1
1210020,0.5,2
1210021,1,1
1210022,1,1
1210102,1,1
1210120,1,1
1210122,1,1
1210200,0.5,2
1210201,1,1
1210202,1,1
1210210,1,1
1210212,0,2
1210220,1,1
1210221,0,3
1211002,1,1
1211020,1,1
1211022,0,2
1211122,1,1
1211200,1,1
1211202,1.9,10
1211212,1,1
1211220,0,4
1211221,1,1
1211222,1,1
1212000,1,1
1212001,1,1
1212002,1,1
1212010,1,1
1212012,0,2
1212020,1,1
1212021,0.08333333333333334,12
1212100,1,1
1212102,1,1
1212112,1,1
1212120,1,1
1212121,1,1
1212122,1,1
1212200,1,1
1212201,1,1
1212210,1,1
1212211,1,1
1212212,1,1
1212221,1,1
1220000,1,1
1220001,0,2
1220010,1.0014555720502856,9251
1220011,1,1
1220012,1,1
1220021,1,1
1220100,0.9985598582398291,6106
1220101,1,1
1220102,1,1
1220110,1,1
1220112,1,1
1220120,1,1
1220121,1,1
1220201,1,1
1220210,1,1
1220211,0,2
1221000,0,2
1221001,1,1
1221002,1,1
1221010,1,1
1221012,1.0002163097555685,9246
1221020,1,1
1221021,1,1
1221100,1,1
1221102,0.9998360924438616,6101
1221112,1,1
1221120,0,2
1221121,1,1
1221122,1,1
1221200,1,1
1221201,1,1
1221210,0,6
1221211,1,1
1221212,1,1
1221221,1,1
1222001,1,1
1222010,1,1
1222011,2,3
1222100,1,1
1222101,2,3
1222110,2,4
1222111,1,1
1222112,1,1
1222121,1,1
1222211,1,1
2000000,1,1
2000001,0.5285774240663934,594
2000010,0.5890832482104226,76
2000011,1,1
2000012,1,1
2000021,1,1
2000100,0.5129876051570728,38
2000101,1,1
2000102,1,1
2000110,1,1
2000112,1.1397553717024418,23
2000120,1,1
2000121,1.0167909777785342,243
2000201,1,1
2000210,1,1
2000211,0.12121212121212128,22
2001000,0.999636153969348,20599
2001001,1,1
2001002,1,1
2001010,1,1
2001012,0.5714285714285715,7
2001020,1,1
2001021,1,1
2001100,1,1
2001102,1,1
2001112,1,1
2001120,1,1
2001121,1,1
2001122,1,1
2001200,1,1
2001201,0.1111111111111111,27
2001210,1,1
2001211,1,1
2001212,1,1
2001221,1,1
2002001,1,1
2002010,1,1
2002011,0,2
2002100,1,1
2002101,0,2
2002110,0,2
2002111,1,1
2002112,1,1
2002121,1,1
2002211,1,1
2010000,0.998782496896456,40237
2010001,1,1
2010002,1,1
2010010,1,1
2010012,0,2
2010020,1,1
2010021,0,3
2010100,1,1
2010102,0.9993917684262085,11421
2010112,1,1
2010120,0.25,4
2010121,1,1
2010122,1,1
2010200,1,1
2010201,0,2
2010210,0.5,2
2010211,1,1
2010212,1,1
2010221,1,1
2011000,1,1
2011002,0,7
2011012,1,1
2011020,0,8
2011021,1,1
2011022,1,1
2011102,1,1
2011120,1,1
2011122,0,6
2011200,0.5,6
2011201,1,1
2011202,1,1
2011210,1,1
2011212,0,3
2011220,1,1
2011221,0,8
2012000,1,1
2012001,0,2
2012010,0,3
2012011,1,1
2012012,1,1
2012021,1,1
2012100,0.375,4
2012101,1,1
2012102,1,1
2012110,1,1
2012112,2,3
2012120,1,1
2012121,0,14
2012201,1,1
2012210,1,1
2012211,0,9
2020001,1,1
2020010,1,1
2020011,0,2
2020100,1,1
2020101,0,3
2020110,0,2
2020111,1,1
2020112,1,1
2020121,1,1
2020211,1,1
2021000,1,1
2021001,1.0004123213467788,18998
2021010,0.9994601889338711,3705
2021011,1,1
2021012,1,1
2021021,1,1
2021100,0.5833333333333334,4
2021101,1,1
2021102,1,1
2021110,1,1
2021112,1.0,3704
2021120,1,1
2021121,1.0000526038926851,19010
2021201,1,1
2021210,1,1
2021211,2,3
2022011,1,1
2022101,1,1
2022110,1,1
2022111,1,1
2100000,0.6000140416158107,90
2100001,1,1
2100002,1,1
2100010,1,1
2100012,1.7749617978402252,28
2100020,1,1
2100021,0.75,2
2100100,1,1
2100102,0,59
2100112,1,1
2100120,1,1
2100121,1,1
2100122,1,1
2100200,1,1
2100201,0.33333333333333337,3
2100210,0.5,2
2100211,1,1
2100212,1,1
2100221,1,1
2101000,1,1
2101002,0,2
2101012,1,1
2101020,0,2
2101021,1,1
2101022,1,1
2101102,1,1
2101120,1,1
2101122,1,1
2101200,0,2
2101201,1,1
2101202,1,1
2101210,1,1
2101212,0,2
2101220,1,1
2101221,1,1
2102000,1,1
2102001,0.5,5
2102010,0.6091398680684394,14
2102011,1,1
2102012,1,1
2102021,1,1
2102100,0,3
2102101,1,1
2102102,1,1
2102110,1,1
2102112,2,3
2102120,1,1
2102121,0,5
2102201,1,1
2102210,1,1
2102211,0.45454545454545453,11
2110000,1,1
2110002,0,2
2110012,1,1
2110020,0,2
2110021,1,1
2110022,1,1
2110102,1,1
2110120,1,1
2110122,0,22
2110200,0,9
2110201,1,1
2110202,1,1
2110210,1,1
2110212,1,1
2110220,1,1
2110221,0,3
2111002,1,1
2111020,1,1
2111022,1,1
2111122,1,1
2111200,1,1
2111202,1,1
2111212,1,1
2111220,1,1
2111221,1,1
2111222,1,1
2112000,1.5666666666666667,5
2112001,1,1
2112002,1,1
2112010,1,1
2112012,2,4
2112020,1,1
2112021,1,1
2112100,1,1
2112102,2,3
2112112,1,1
2112120,1,1
2112121,1,1
2112122,1,1
2112200,1,1
2112201,0,2
2112210,0,3
2112211,1,1
2112212,1,1
2112221,1,1
2120000,1,1
2120001,0.5285714285714286,5
2120010,0.5,6
2120011,1,1
2120012,1,1
2120021,1,1
2120100,0,2
2120101,1,1
2120102,1,1
2120110,1,1
2120112,0,3
2120120,1,1
2120121,0,2
